"","Account_status","Duration","Credit_history","Purpose","Amount","Savings","Employment","Installment_rate","Guarantors","Resident_since","Property","Age","Other_plans","Housing","Num_credits","Job","People_maintenance","Phone","Foreign","BAD","Female"
"394","< 0 DM",6,"critical account / other credits existing (not at this bank)","radio / television",1957,"< 100 DM","4  <= ... < 7 years",1,"none",4,"car or other",31,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"395","no checking account",9,"critical account / other credits existing (not at this bank)","furniture / equipment",2406,"< 100 DM","unemployed",2,"none",3,"car or other",31,"none","A152",1,"management / self-employed / highly qualified employee / officer",1,"none","yes","GOOD","Female"
"396","0 < ... <  200 DM",39,"delay in paying off in the past","education",11760,"100 <= ... <  500 DM","4  <= ... < 7 years",2,"none",3,"unknown / no property",32,"none","A151",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"397","< 0 DM",12,"existing credits paid back duly till now","furniture / equipment",2578,"< 100 DM","unemployed",3,"none",4,"unknown / no property",55,"none","A153",1,"management / self-employed / highly qualified employee / officer",1,"none","yes","GOOD","Male"
"398","< 0 DM",36,"critical account / other credits existing (not at this bank)","furniture / equipment",2348,"< 100 DM","1  <= ... < 4 years",3,"none",2,"building society savings agreement / life insurance",46,"none","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"399","0 < ... <  200 DM",12,"existing credits paid back duly till now","car (new)",1223,"< 100 DM",">= 7 years",1,"none",1,"real estate",46,"none","A151",2,"skilled employee / official",1,"none","yes","BAD","Female"
"400","no checking account",24,"critical account / other credits existing (not at this bank)","radio / television",1516,">= 1000 DM","1  <= ... < 4 years",4,"none",1,"real estate",43,"none","A152",2,"unskilled - resident",1,"none","yes","GOOD","Male"
"401","no checking account",18,"existing credits paid back duly till now","radio / television",1473,"< 100 DM","< 1 year",3,"none",4,"real estate",39,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"402","0 < ... <  200 DM",18,"critical account / other credits existing (not at this bank)","business",1887,"unknown / no savings account","1  <= ... < 4 years",4,"none",4,"real estate",28,"bank","A152",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"403","no checking account",24,"delay in paying off in the past","business",8648,"< 100 DM","< 1 year",2,"none",2,"car or other",27,"bank","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Female"
"404","no checking account",14,"delay in paying off in the past","car (new)",802,"< 100 DM","1  <= ... < 4 years",4,"none",2,"car or other",27,"none","A152",2,"unskilled - resident",1,"none","yes","GOOD","Female"
"405","0 < ... <  200 DM",18,"delay in paying off in the past","car (new)",2899,"unknown / no savings account",">= 7 years",4,"none",4,"car or other",43,"none","A152",1,"skilled employee / official",2,"none","yes","GOOD","Female"
"406","0 < ... <  200 DM",24,"existing credits paid back duly till now","radio / television",2039,"< 100 DM","< 1 year",1,"none",1,"building society savings agreement / life insurance",22,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Female"
"407","no checking account",24,"critical account / other credits existing (not at this bank)","car (used)",2197,"unknown / no savings account","4  <= ... < 7 years",4,"none",4,"car or other",43,"none","A152",2,"skilled employee / official",2,"yes, registered under the customers name","yes","GOOD","Female"
"408","< 0 DM",15,"existing credits paid back duly till now","radio / television",1053,"< 100 DM","< 1 year",4,"none",2,"real estate",27,"none","A152",1,"skilled employee / official",1,"none","no","GOOD","Female"
"409","no checking account",24,"existing credits paid back duly till now","radio / television",3235,"500 <= ... < 1000 DM",">= 7 years",3,"none",2,"car or other",26,"none","A152",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Female"
"410",">= 200 DM",12,"critical account / other credits existing (not at this bank)","car (new)",939,"500 <= ... < 1000 DM","4  <= ... < 7 years",4,"none",2,"real estate",28,"none","A152",3,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Female"
"411","0 < ... <  200 DM",24,"existing credits paid back duly till now","radio / television",1967,"< 100 DM",">= 7 years",4,"none",4,"car or other",20,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Male"
"412","no checking account",33,"critical account / other credits existing (not at this bank)","car (used)",7253,"< 100 DM","4  <= ... < 7 years",3,"none",2,"car or other",35,"none","A152",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Female"
"413","no checking account",12,"critical account / other credits existing (not at this bank)","business",2292,"< 100 DM","unemployed",4,"none",2,"car or other",42,"stores","A152",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","BAD","Female"
"414","no checking account",10,"existing credits paid back duly till now","car (new)",1597,"500 <= ... < 1000 DM","1  <= ... < 4 years",3,"none",2,"unknown / no property",40,"none","A151",1,"unskilled - resident",2,"none","no","GOOD","Female"
"415","< 0 DM",24,"existing credits paid back duly till now","car (new)",1381,"unknown / no savings account","1  <= ... < 4 years",4,"none",2,"building society savings agreement / life insurance",35,"none","A152",1,"skilled employee / official",1,"none","yes","BAD","Male"
"416","no checking account",36,"critical account / other credits existing (not at this bank)","car (used)",5842,"< 100 DM",">= 7 years",2,"none",2,"building society savings agreement / life insurance",35,"none","A152",2,"skilled employee / official",2,"yes, registered under the customers name","yes","GOOD","Female"
"417","< 0 DM",12,"existing credits paid back duly till now","car (new)",2579,"< 100 DM","< 1 year",4,"none",1,"real estate",33,"none","A152",1,"unskilled - resident",2,"none","yes","BAD","Female"
"418","< 0 DM",18,"delay in paying off in the past","education",8471,"unknown / no savings account","1  <= ... < 4 years",1,"none",2,"car or other",23,"none","A151",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Male"
"419","no checking account",21,"existing credits paid back duly till now","car (new)",2782,"500 <= ... < 1000 DM","4  <= ... < 7 years",1,"none",2,"car or other",31,"bank","A152",1,"management / self-employed / highly qualified employee / officer",1,"none","yes","GOOD","Male"
"420","0 < ... <  200 DM",18,"existing credits paid back duly till now","car (new)",1042,"unknown / no savings account","1  <= ... < 4 years",4,"none",2,"building society savings agreement / life insurance",33,"none","A152",1,"skilled employee / official",1,"none","yes","BAD","Male"
"421","no checking account",15,"existing credits paid back duly till now","car (new)",3186,">= 1000 DM","4  <= ... < 7 years",2,"none",3,"car or other",20,"none","A151",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"422","0 < ... <  200 DM",12,"existing credits paid back duly till now","car (used)",2028,"unknown / no savings account","1  <= ... < 4 years",4,"none",2,"car or other",30,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"423","0 < ... <  200 DM",12,"critical account / other credits existing (not at this bank)","car (new)",958,"< 100 DM","4  <= ... < 7 years",2,"none",3,"real estate",47,"none","A152",2,"unskilled - resident",2,"none","yes","GOOD","Female"
"424","no checking account",21,"delay in paying off in the past","furniture / equipment",1591,"100 <= ... <  500 DM","4  <= ... < 7 years",4,"none",3,"real estate",34,"none","A152",2,"management / self-employed / highly qualified employee / officer",1,"none","yes","GOOD","Female"
"425","0 < ... <  200 DM",12,"existing credits paid back duly till now","furniture / equipment",2762,"unknown / no savings account",">= 7 years",1,"none",2,"building society savings agreement / life insurance",25,"bank","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Male"
"426","0 < ... <  200 DM",18,"existing credits paid back duly till now","car (used)",2779,"< 100 DM","1  <= ... < 4 years",1,"none",3,"car or other",21,"none","A151",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"427","no checking account",28,"critical account / other credits existing (not at this bank)","radio / television",2743,"< 100 DM",">= 7 years",4,"none",2,"car or other",29,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"428","no checking account",18,"critical account / other credits existing (not at this bank)","radio / television",1149,">= 1000 DM","1  <= ... < 4 years",4,"none",3,"real estate",46,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"429","no checking account",9,"existing credits paid back duly till now","furniture / equipment",1313,"< 100 DM",">= 7 years",1,"none",4,"car or other",20,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"430","< 0 DM",18,"critical account / other credits existing (not at this bank)","repairs",1190,"< 100 DM","unemployed",2,"none",4,"unknown / no property",55,"none","A153",3,"unemployed / unskilled  - non-resident",2,"none","yes","BAD","Male"
"431","no checking account",5,"existing credits paid back duly till now","business",3448,"< 100 DM","4  <= ... < 7 years",1,"none",4,"real estate",74,"none","A152",1,"unskilled - resident",1,"none","yes","GOOD","Female"
"432","0 < ... <  200 DM",24,"existing credits paid back duly till now","others",11328,"< 100 DM","1  <= ... < 4 years",2,"co-applicant",3,"car or other",29,"bank","A152",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","BAD","Female"
"433","< 0 DM",6,"critical account / other credits existing (not at this bank)","furniture / equipment",1872,"< 100 DM","unemployed",4,"none",4,"unknown / no property",36,"none","A153",3,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Female"
"434","no checking account",24,"critical account / other credits existing (not at this bank)","repairs",2058,"< 100 DM","1  <= ... < 4 years",4,"none",2,"real estate",33,"none","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"435","< 0 DM",9,"existing credits paid back duly till now","furniture / equipment",2136,"< 100 DM","1  <= ... < 4 years",3,"none",2,"real estate",25,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"436","0 < ... <  200 DM",12,"existing credits paid back duly till now","radio / television",1484,"unknown / no savings account","1  <= ... < 4 years",2,"none",1,"real estate",25,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Female"
"437","no checking account",6,"existing credits paid back duly till now","repairs",660,"500 <= ... < 1000 DM","4  <= ... < 7 years",2,"none",4,"real estate",23,"none","A151",1,"unskilled - resident",1,"none","yes","GOOD","Female"
